"Name","Acronym","City","AlterCity","District","State","Catagory","Federation","Website","Country","Contact","Logo",
"Jain Vishva Bharati Institute","JVBI","Ladnun","#","Nagaur","Rajasthan","Deemed","UGC","http://jvbi.ac.in/","India",,,
"Janardan Rai Nagar Rajasthan Vidyapeeth University","JRNRVU","Udaipur","#","Udaipur","Rajasthan","Deemed","UGC","http://jrnrvu.edu.in/index.php","India",,,
"LNM Institute of Information Technology","LMNIIT","Jaipur","#","Jaipur","Rajasthan","Deemed","UGC","http://www.lnmiit.ac.in/","India",,,
"Mody Institute of Technology and Science","MU","Sikar","#","Sikar","Rajasthan","Deemed","UGC","http://www.modyuniversity.ac.in/","India",,,
"Bhatkhande Music Institute","#","Lucknow","#","Lucknow","Uttar pradesh","Deemed","UGC","http://bhatkhandemusic.edu.in/","India",,,
"Central Institute of Higher Tibetan Studies","CIHTS","Varanasi","#","Varanasi","Uttar pradesh","Deemed","UGC","#","India",,,
"Dayalbagh Educational Institute","DEI","Agra","#","Agra","Uttar pradesh","Deemed","UGC","http://www.dei.ac.in/dei/","India",,,
"Indian Veterinary Research Institute","IVRI","Izatnagar","Izzatnagar","Bareilly","Uttar pradesh","Deemed","UGC","http://www.ivri.nic.in/","India",,,
"Jaypee Institute of Information Technology","JIIT","Noida","#","Gautam buddh nagar","Uttar pradesh","Deemed","UGC","http://www.jiit.ac.in/","India",,,
"Nehru Gram Bharati Vishwavidyalaya","NGB","Allahabad","#","Allahabad","Uttar pradesh","Deemed","UGC","http://nehrugrambharati.org.in/site/","India",,,
"Sam Higginbottom Institute of Agriculture Technology & Sciences","SHUATS","Allahabad","#","Allahabad","Uttar pradesh","Deemed","UGC","http://www.shiats.edu.in/","India",,,
"Santosh University","SU","Ghaziabad","#","Ghaziabad","Uttar pradesh","Deemed","UGC","http://www.santoshuniversity.com/","India",,,
"Shobit Institute of Engineering & Technology/Shobit University","#","Meerut","#","Meerut","Uttar pradesh","Deemed","UGC","http://www.shobhituniversity.ac.in/","India",,,
"Forest Research Institute","FRI","Dehradun","#","Dehradun","Uttarakhand","Deemed","UGC","http://fri.icfre.gov.in/","India",,,
"Graphic Era University","GEU","Dehradun","#","Dehradun","Uttarakhand","Deemed","UGC","http://www.geu.ac.in/","India",,,
"Gurukul Kangri Vishwavidyalaya","GKV","Haridwar","#","Haridwar","Uttarakhand","Deemed","UGC","http://gkv.ac.in/","India",,,
"Ramakrishna Mission Vivekananda Educational and Research Institute/University","RKMVU","Howrah","Haora","Howrah","West bengal","Deemed","UGC","http://rkmvu.ac.in/","India",,,
"Indian Agricultural Research Institute","IARI","Pusa","#","New delhi","New delhi","Deemed","UGC","http://www.iari.res.in/","India",,,
"Indian Institute of Foreign Trade","IIFT","Delhi","New delhi","New delhi","New delhi","Deemed","UGC","http://edu.iift.ac.in/","India",,,
"Indian Law Institute","ILI","Delhi","New delhi","New delhi","New delhi","Deemed","UGC","http://www.ili.ac.in/","India",,,
"Institute of Liver and Biliary Sciences","ILBS","Delhi","New delhi","New delhi","New delhi","Deemed","UGC","https://www.ilbs.in/","India",,,
"Jamia Hamdard","#","Delhi","New delhi","New delhi","New delhi","Deemed","UGC","http://www.jamiahamdard.ac.in/","India",,,
"National Institute of Educational Planning and Administration","NUEPA","Delhi","New delhi","New delhi","New delhi","Deemed","UGC","http://nuepa.org/new/","India",,,
"National Museum Institute of History of Art Conservation and Museology","#","Janpath","#","New delhi","New delhi","Deemed","UGC","http://www.nmi.gov.in/","India",,,
"Rashtriya Sanskrit Sansthana","#","Janak Puri","#","West Delhi","New delhi","Deemed","UGC","http://www.sanskrit.nic.in/","India",,,
"Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapith","#","Delhi","New delhi","New delhi","New delhi","Deemed","UGC","http://www.slbsrsv.ac.in/home.asp","India",,,
"TERI School of Advanced Studies","TERI","VasantKunj","#","South west delhi","New delhi","Deemed","UGC","http://www.teriuniversity.ac.in/","India",,,
"Punjab Engineering College","PEC","Chandigarh","#","Chandigarh","Chandigarh","Deemed","UGC","http://www.pec.ac.in/","India",,,
"Sri Balaji Vidyapeeth","SBV","Pillayarkuppam","#","Pondicherry","Puducherry","Deemed","UGC","http://sbvu.ac.in/","India",,,
"Indian Institute of Technology","IITKGP","Kharagpur","#","Paschim medinipur","West bengal","Public","IIT","http://iitkgp.ac.in/","India",,,
"Indian Institute of Technology","IITB","Mumbai","Bombay","Mumbai","Maharashtra","Public","IIT","http://www.iitb.ac.in/","India",,,
"Indian Institute of Technology","IITK","Kanpur","#","Kanpur nagar","Uttar pradesh","Public","IIT","http://iitk.ac.in/","India",,,
"Indian Institute of Technology","IITM","Chennai","Madras","Chennai","Tamil nadu","Public","IIT","https://www.iitm.ac.in/","India",,,
"Indian Institute of Technology","IITD","Delhi","New delhi","New delhi","New delhi","Public","IIT","http://www.iitd.ac.in/","India",,,
"Indian Institute of Technology","IITG","Guwahati","#","Kamrup metropolitan","Assam","Public","IIT","http://www.iitg.ac.in/","India",,,
"Indian Institute of Technology","IITR","Roorkee","#","Haridwar","Uttarakhand","Public","IIT","http://www.iitr.ac.in/","India",,,
"Indian Institute of Technology","IITBBS","Bhubaneswar","#","Khordha","Odisha","Public","IIT","http://www.iitbbs.ac.in/","India",,,
"Indian Institute of Technology","IITGN","Gandhinagar","#","Gandhinagar","Gujarat","Public","IIT","http://www.iitgn.ac.in/","India",,,
"Indian Institute of Technology","IITH","Hyderabad","#","Hyderabad","Telangana","Public","IIT","http://www.iith.ac.in/","India",,,
"Indian Institute of Technology","IITJ","Jodhpur","#","Jodhpur","Rajasthan","Public","IIT","http://www.iitj.ac.in/","India",,,
"Indian Institute of Technology","IITP","Patna","#","Patna","Bihar","Public","IIT","https://www.iitp.ac.in/","India",,,
"Indian Institute of Technology","IITRPR","Rupnagar","Ropar, Rupar","Rupnagar","Punjab","Public","IIT","http://www.iitrpr.ac.in/","India",,,
"Indian Institute of Technology","IITI","Indore","#","Indore","Madhya pradesh","Public","IIT","http://www.iiti.ac.in/","India",,,
"Indian Institute of Technology","IITMandi","Mandi","#","Mandi","Himachal pradesh","Public","IIT","http://www.iitmandi.ac.in/","India",,,
"Indian Institute of Technology","IITBHU","Varanasi","#","Varanasi","Uttar pradesh","Public","IIT","http://www.iitbhu.ac.in/","India",,,
"Indian Institute of Technology","IITPKD","Palakkad","#","Palakkad","Kerala","Public","IIT","http://turing.iitpkd.ac.in/web/","India",,,
"Indian Institute of Technology","IITTP","Tirupati","#","Chittoor","Andhra pradesh","Public","IIT","http://iittp.ac.in/","India",,,
"Indian Institute of Technology","IITISM","Dhanbad","#","Dhanbad","Jharkhand","Public","IIT","http://www.iitism.ac.in/","India",,,
"Indian Institute of Technology","IITBh","Bhilai","#","Durg","Chattisgarh","Public","IIT","http://www.iitbhilai.ac.in/index.html","India",,,
"Indian Institute of Technology","IITGoa","Goa","#","Goa","Goa","Public","IIT","#","India",,,
"Indian Institute of Technology","#","Jammu","#","Jammu","Jammu and kashmir","Public","IIT","http://www.iitjammu.ac.in/","India",,,
"Indian Institute of Technology","IITDH/IITDWD","Dharwad","#","Dharwad","Karnataka","Public","IIT","http://www.iiitdwd.ac.in/","India",,,
"Rajiv Gandhi University","RGC","Itanagar","#","Papum pare","Arunachal pradesh","Cetral","UGC","http://rgu.ac.in/","India",,,
"Assam University","#","Silchar","#","Cachar","Assam","Central","UGC","http://www.aus.ac.in/","India",,,
"Tezpur University","TU","Sonitpur","#","Sonitpur","Assam","Central","UGC","http://www.tezu.ernet.in/","India",,,
"Central University of South Bihar","CUSB","Patna","#","Patna","Bihar","Central","UGC","http://cusb.ac.in/","India",,,
"Mahatma Gandhi Central University","MGCUB","Patna","#","Patna","Bihar","Central","UGC","http://www.mgcub.ac.in/","India",,,
"Nalanda University","#","Nalanda","#","Nalanda","Bihar","Central","UGC","https://www.nalandauniv.edu.in/","India",,,
"Guru Ghasidas Vishwavidyalaya","G.G.V","Bilaspur","#","Bilaspur","Chattisgarh","Central","UGC","http://www.ggu.ac.in/","India",,,
"Central University of Gujarat","CUG","Gandhinagar","#","Gandhinagar","Gujarat","Central","UGC","http://www.cug.ac.in/","India",,,
"Central University of Himachal Pradesh","CUHP","Dharamshala","Dharamsala","Kangra","Himachal pradesh","Central","UGC","http://cuhimachal.ac.in/","India",,,
"Central University of Kashmir","#","Srinagar","#","Srinagar","Jammu and kashmir","Central","UGC","https://www.cukashmir.ac.in/","India",,,
"Central University of Jammu","CUJammu","Jammu","#","Jammu","Jammu and kashmir","Central","UGC","http://www.cujammu.ac.in//","India",,,
"Central University of Jharkhand","CUJ","Ranchi","#","Ranchi","Jharkhand","Central","UGC","http://www.cuj.ac.in/","India",,,
"Central University of Karnataka","CUK","Kalaburagi","Gulbarga","Kalaburagi","Karnataka","Central","UGC","http://www.cuk.ac.in/","India",,,
"Central University of Kerala","#","Kasaragod","#","Kasaragod","Kerala","Central","UGC","http://cukerala.ac.in/index.php?lang=en","India",,,
"Dr. Harisingh Gour Vishwavidyalaya","#","Sagar","#","Sagar","Madhya pradesh","Central","UGC","http://www.dhsgsu.ac.in/","India",,,
"The Indira Gandhi National Tribal University","IGNTU","Amarkantak","Amarakaṇṭaka","Anuppur","Madhya pradesh","Central","UGC","http://igntu.ac.in/","India",,,
"Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalay","MGAHV","Wardha","#","Wardha","Maharashtra","Central","UGC","http://hindivishwa.org/","India",,,
"Central Agricultural University","CAU","Imphal west","#","Imphal west","Manipur","Central","UGC","http://www.cau.ac.in/","India",,,
"Manipur University","#","Imphal east","#","Imphal east","Manipur","Central","UGC","http://manipur.gov.in/","India",,,
"North Eastern Hill University","NEHU","Shillong","#","East khasi hills","Meghalaya","Central","UGC","http://www.nehu.ac.in/","India",,,
"Mizoram University","MZU","Aizawl","#","Aizawl","Mizoram","Central","UGC","http://www.mzu.edu.in/","India",,,
"Nagaland University","#","Zunheboto","#","Zunheboto","Nagaland","Central","UGC","http://nagalanduniversity.ac.in/English/","India",,,
"Central University of Orissa","CUO","Koraput","#","Koraput","Odisha","Central","UGC","http://www.cuo.ac.in/","India",,,
"Central University of Punjab","CUP","Bathinda","#","Bathinda","Punjab","Central","UGC","http://www.cup.ac.in/","India",,,
"Central University of Rajasthan","CURAJ","Ajmer","#","Ajmer","Rajasthan","Central","UGC","http://www.curaj.ac.in/default.aspx?PageId=233","India",,,
"Sikkim- Manipal University","SMU","Gangtok","#","East sikkim","Sikkim","Central","UGC","https://smude.edu.in/smude.html","India",,,
"Sikkim University","#","Gangtok","#","East sikkim","Sikkim","Central","UGC","http://www.cus.ac.in/","India",,,
"Central University of Tamil Nadu","CUTN","Thiruvarur","#","Thiruvarur","Tamil nadu","Central","UGC","http://cutn.ac.in/","India",,,
"Indian Maritime University","IMU","Chennai","Madras","Chennai","Tamil nadu","Central","UGC","http://www.imu.edu.in/","India",,,
"Maulana Azad National Urdu University","MANUU","Hyderabad","#","Hyderabad","Telangana","Central","UGC","http://www.manuu.ac.in/Eng-Php/index-english.php","India",,,
"The English and Foreign Languages University","EFLU","Hyderabad","#","Hyderabad","Telangana","Central","UGC","http://www.efluniversity.ac.in/","India",,,
"University of Hyderabad","UoH","Hyderabad","#","Hyderabad","Telangana","Central","UGC","http://www.uohyd.ac.in/","India",,,
"Tripura University","TU","Agartala","#","West tripura","Tripura","Central","UGC","http://www.tripurauniv.in/","India",,,
"Aligarh Muslim University","AMU","Aligarh","#","Aligarh","Uttar pradesh","Central","UGC","http://www.amu.ac.in/","India",,,
"Babasaheb Bhimrao Ambedkar University","BBAU","Lucknow","#","Lucknow","Uttar pradesh","Central","UGC","http://www.bbau.ac.in/new/index.aspx","India",,,
"Banaras Hindu University","BHU","Varanasi","#","Varanasi","Uttar pradesh","Central","UGC","http://bhu.ac.in/","India",,,
"Rajiv Gandhi National Aviation University","#","Raebareli","#","Raebareli","Uttar pradesh","Central","UGC","#","India",,,
"Rani Lakshmi Bai Central Agricultural University","RLBCAU","Jhansi","#","Jhansi","Uttar pradesh","Central","UGC","http://www.rlbcau.ac.in/","India",,,
"University of Allahabad","UOA","Allahabad","#","Allahabad","Uttar pradesh","Central","UGC","http://www.allduniv.ac.in/","India",,,
"Hemwati Nandan Bahuguna Garhwal University","#","Srinagar","#","Pauri garhwal","Uttarakhand","Central","UGC","http://www.hnbgu.ac.in/","India",,,
"Vishwa Bharati University","VB","Santiniketan","Bolpur","Birbhum","West bengal","Central","UGC","http://www.visvabharati.ac.in/","India",,,
"Indira Gandhi National Open University","IGNOU","Maidan garhi","#","South west delhi","New delhi","Central","UGC","http://www.ignou.ac.in/","India",,,
"Jamia Mallia Islamia University","JMIU","Okhla","#","South delhi","New delhi","Central","UGC","http://jmi.ac.in/","India",,,
"Jawaharlal Nehru University","JNU","Delhi","New delhi","New delhi","New delhi","Central","UGC","http://www.jnu.ac.in/","India",,,
"University of Delhi","DU","Delhi","New delhi","New delhi","New delhi","Central","UGC","http://du.ac.in/","India",,,
"Pondicherry University","PU","Kalapet","Kalapettai","Pondicherry","Puducherry","Central","UGC","http://www.pondiuni.edu.in/","India",,,
"Apex Professional University","#","East siang","#","East siang","Arunachal pradesh","Private","UGC","http://www.apexuniversity.ac.in/","India",,,
"Arunachal University of Studies","#","Namsai","#","Namsai","Arunachal pradesh","Private","UGC","http://arunachaluniversity.ac.in/","India",,,
"Himalayan University","HU","Itanagar","#","Papum pare","Arunachal pradesh","Private","UGC","https://www.himalayanuniversity.com/","India",,,
"The Indira Gandhi Technological & Medical Sciences University","IGTAMSU","Ziro","#","Lower subansiri","Arunachal pradesh","Private","UGC","http://www.indiragandhiuniversity.in/","India",,,
"Venkateshwara Open University","#","Itanagar","#","Papum pare","Arunachal pradesh","Private","UGC","http://www.vou.ac.in/","India",,,
"Assam Don Bosco University","DBU","Guwahati","#","Kamrup metropolitan","Assam","Private","UGC","http://www.dbuniversity.ac.in/","India",,,
"Assam Down Town University","ADTU","Panikhaiti","#","Kamrup","Assam","Private","UGC","https://adtu.in/","India",,,
"Mahapurusha Srimanta Sankaradeva Viswavidyalaya","#","Nagaon","#","Nagaon","Assam","Private","UGC","http://www.mssv.co.in/","India",,,
"The Assam Kaziranga University","KU","Jorhat","#","Jorhat","Assam","Private","UGC","http://www.kazirangauniversity.in/","India",,,
"The Assam Royal Global University","RGU","Guwahati","#","Kamrup metropolitan","Assam","Private","UGC","http://www.rgu.ac/","India",,,
"Amity University","#","Raipur","#","Raipur","Chattisgarh","Private","UGC",,"India",,,
"Dr. C.V. Raman University","#","Bilaspur","#","Bilaspur","Chattisgarh","Private","UGC",,"India",,,
"ICFAI University","#","Durg","#","Durg","Chattisgarh","Public","UGC",,"India",,,
"ISBM University","#","Gariaband","#","Gariaband","Chattisgarh","Private","UGC",,"India",,,
"ITM University","#","Raipur","#","Raipur","Chattisgarh","Private","UGC",,"India",,,
"Kalinga University","#","Raipur","#","Raipur","Chattisgarh","Private","UGC",,"India",,,
"Maharishi University of Management and Technology","#","Bilaspur","#","Bilaspur","Chattisgarh","Private","UGC",,"India",,,
"MATS University","#","Raipur","#","Raipur","Chattisgarh","Private","UGC",,"India",,,
"O.P. Jindal University","#","Raigarh","#","Raigarh","Chattisgarh","Private","UGC",,"India",,,
"Ahmadabad University","#","Ahmedabad","#","Ahmedabad","Gujarat","Private","UGC",,"India",,,
"Anant Natinal University","#","Ahmedabad","#","Ahmedabad","Gujarat","Private","UGC",,"India",,,
"AURO University of Hospitality and Management","#","Surat","#","Surat","Gujarat","Private","UGC",,"India",,,
"Calorx Teacher''s University'","#","Ahmedabad","#","Ahmedabad","Gujarat","Private","UGC",,"India",,,
"Centre for Environmental Planning and Technology University","#","Ahmedabad","#","Ahmedabad","Gujarat","Private","UGC",,"India",,,
"Charotar University of Science & Technology","#","Changa","#","Anand","Gujarat","Private","UGC",,"India",,,
"C.U. Shah University","#","Wadhwan","#","Surendranagar","Gujarat","Private","UGC",,"India",,,
"Dhirubhai Ambani Institute of Information and Communication Technology","#","Gandhinagar","#","Gandhinagar","Gujarat","Private","UGC",,"India",,,
"Ganpat University","#","Mehsana","#","Mehsana","Gujarat","Private","UGC",,"India",,,
"G.L.S. University","#","Ahmedabad","#","Ahmedabad","Gujarat","Private","UGC",,"India",,,
"GSFC University","#","Vadodara","#","Vadodara","Gujarat","Private","UGC",,"India",,,
"Indian Institute of Public Health-Gandhinagar","#","Ahmedabad","#","Ahmedabad","Gujarat","Private","UGC",,"India",,,
"Indus University","#","Ahmedabad","#","Ahmedabad","Gujarat","Private","UGC",,"India",,,
"Institute of Advanced Research","#","Gandhinagar","#","Gandhinagar","Gujarat","Private","UGC",,"India",,,
"ITM-Vocational University","#","Vadodara","#","Vadodara","Gujarat","Private","UGC",,"India",,,
"Kadi Sarva Vishwavidyalaya","#","Gandhinagar","#","Gandhinagar","Gujarat","Private","UGC",,"India",,,
"Lakulish Yoga University","#","Ahmedabad","#","Ahmedabad","Gujarat","Private","UGC",,"India",,,
